time,T_h_model,T_h_meas,T_h_assim,T_c_model,T_c_meas,T_c_assim,mdot_model,mdot_assim,dP_pump_mean
73.0,308.9186578392926,308.9310375555215,308.9204384998309,297.7655932735944,298.56401585114884,297.76762209307486,212.88565632342437,212.88565627934216,125153.6589794306
73.5,308.837439053538,308.6178649796223,308.8358134376324,297.8413229645215,297.17177988810505,297.8395548011804,214.1340211942366,214.13402122532693,124841.0264378581
74.0,308.7537940693323,308.41703958095445,308.7537069120656,297.9126643425758,297.9199114949448,297.9126550024707,215.3792546466598,215.37925463829546,124527.92668352231
74.5,308.67267431378934,308.652116699013,308.6717279268605,297.9851248196043,297.27770915743315,297.9838532083654,216.62135172916211,216.62135179102256,124214.37029751728
75.0,308.59168111910884,309.43076527117177,308.5936550838471,298.05504838491714,298.2184173058203,298.05661546610133,217.86030861148814,217.86030866736743,123900.36783601018
75.5,308.5145892343824,308.14937308081494,308.51311686996513,298.1268386361426,297.52607550787485,298.12541052907926,219.0961200223033,219.09612004388688,123585.92966955436
76.0,308.4350358479063,308.29330644132745,308.4336215856507,298.19549669869434,297.4350588961774,298.19396436089664,220.32878297219708,220.32878301072304,123271.06646917493
76.5,308.35653131062526,308.8881803652903,308.3564675483726,298.263051103183,297.6556218605325,298.2625889481014,221.55829187420122,221.55829193405197,122955.78830994763
77.0,308.28036270900253,307.9424710508559,308.280071378436,298.3307749481636,298.75635277729583,298.3307824850471,222.7846435480774,222.78464352070742,122640.105955382
77.5,308.2049582251795,308.1609162317871,308.20467574596586,298.39805099970295,298.23921332544916,298.39770265077755,224.00783441165822,224.00783441799913,122324.02956288392
78.0,308.1305480914171,308.80180244816677,308.130398482103,298.4641479721229,297.2823741264672,298.4633625338282,225.22785951211688,225.2278595916157,122007.56929430336
78.5,308.0572484770553,308.7158631948725,308.05774151542084,298.5287857208593,297.96736894474986,298.5288652215061,226.44471628514773,226.4447163121712,121690.7357381825
79.0,307.98556761667714,307.8628997546173,307.98645346912446,298.5941038961681,299.30336869321843,298.5951607882655,227.6584002882469,227.6584002569745,121373.53887674639
79.5,307.91526742143486,308.0337314980378,307.915241230068,298.65961662218456,298.46961462757014,298.6595551278187,228.86890824318263,228.86890824755505,121055.98909641609
80.0,307.8450385771166,308.2347410801045,307.8462831380083,298.723004380545,298.65521296160205,298.72398411282046,230.0762368293838,230.07623684650534,120738.09647522446
80.5,307.7770562121669,307.75347228009156,307.7785106627864,298.78631561326716,299.53947555813505,298.78772007731766,231.2803828101261,231.2803827796467,120419.87114769984
81.0,307.7102552740949,307.6003160204647,307.71026498955223,298.8495194748793,299.1807589952875,298.8496707632933,232.48134249090458,232.4813424668215,120101.32319414828
81.5,307.6429831332271,308.06052335902547,307.64312421295466,298.9107481806804,298.4633845107099,298.91067268047755,233.67911223164785,233.6791122528123,119782.46276458401
